year,parent_entity,parent_type,total_emissions_MtCO2e
2011,Rio Tinto,Investor-owned Company,88.17953659226279000000
2012,Rio Tinto,Investor-owned Company,89.65331408329223600000
2013,Rio Tinto,Investor-owned Company,98.17331208472301600000
2014,Rio Tinto,Investor-owned Company,91.09698356678858400000
2015,Rio Tinto,Investor-owned Company,84.72001924588519600000
2016,Rio Tinto,Investor-owned Company,83.15004761845890000000
2017,Rio Tinto,Investor-owned Company,66.66348349823432000000
2018,Rio Tinto,Investor-owned Company,18.68949821780398000000
1990,Rosneft,State-owned Entity,311.70075531341614000000
1991,Rosneft,State-owned Entity,275.87893561502702000000
1992,Rosneft,State-owned Entity,233.65035022544334000000
1993,Rosneft,State-owned Entity,211.45625162005018600000
1994,Rosneft,State-owned Entity,189.95537840781516400000
1995,Rosneft,State-owned Entity,183.76645735492253800000
1996,Rosneft,State-owned Entity,179.75508743218399200000
1997,Rosneft,State-owned Entity,181.19911105259334800000
1998,Rosneft,State-owned Entity,178.07555728791921600000
1999,Rosneft,State-owned Entity,178.30075670784894300000
2000,Rosneft,State-owned Entity,199.92961617935942300000
2001,Rosneft,State-owned Entity,233.14707979813000100000
2002,Rosneft,State-owned Entity,272.49267132899685900000
2003,Rosneft,State-owned Entity,329.95350244356023600000
2004,Rosneft,State-owned Entity,336.31643205220689300000
2005,Rosneft,State-owned Entity,471.66978170160023700000
2006,Rosneft,State-owned Entity,267.33445304983100600000
2007,Rosneft,State-owned Entity,335.52188203797238000000
2008,Rosneft,State-owned Entity,341.43091535004501400000
2009,Rosneft,State-owned Entity,350.22630333576149600000
2010,Rosneft,State-owned Entity,369.68878212292545600000
2011,Rosneft,State-owned Entity,379.91356176001902000000
2012,Rosneft,State-owned Entity,398.82635981479231400000
2013,Rosneft,State-owned Entity,651.37015816211982000000
2014,Rosneft,State-owned Entity,744.88276478027548000000
2015,Rosneft,State-owned Entity,753.67415581982330000000
2016,Rosneft,State-owned Entity,786.56091747569240000000
2017,Rosneft,State-owned Entity,835.24013904984978000000
2018,Rosneft,State-owned Entity,846.01822153249436000000
2019,Rosneft,State-owned Entity,845.34895556808096000000
2020,Rosneft,State-owned Entity,759.41555715172193000000
2021,Rosneft,State-owned Entity,728.06062628889887000000
2022,Rosneft,State-owned Entity,759.58602131430560000000
1992,Russian Federation,Nation State,771.22489721634107000000
1993,Russian Federation,Nation State,700.07728550006850600000
1994,Russian Federation,Nation State,623.22920122701208800000
1995,Russian Federation,Nation State,599.88206595440211100000
1996,Russian Federation,Nation State,587.03979388001914700000
1997,Russian Federation,Nation State,560.94790025696839600000
1998,Russian Federation,Nation State,533.85695070454104800000
1999,Russian Federation,Nation State,573.92899155101267200000
2000,Russian Federation,Nation State,584.25162532855780300000
2001,Russian Federation,Nation State,603.52471020923913400000
2002,Russian Federation,Nation State,578.15994404308686300000
2003,Russian Federation,Nation State,622.33274932028385500000
2004,Russian Federation,Nation State,625.66345677350339100000
2005,Russian Federation,Nation State,683.63113654004918000000
2006,Russian Federation,Nation State,684.75087113214360000000
2007,Russian Federation,Nation State,694.85012910508847000000
2008,Russian Federation,Nation State,735.84815886603841500000
2009,Russian Federation,Nation State,661.90003229517471300000
2010,Russian Federation,Nation State,715.71381780682596600000
2011,Russian Federation,Nation State,709.72709502048529000000
2012,Russian Federation,Nation State,787.42287092076184000000
2013,Russian Federation,Nation State,839.41798716778558500000
2014,Russian Federation,Nation State,863.25398794192634400000
2015,Russian Federation,Nation State,898.19032016193326000000
2016,Russian Federation,Nation State,927.55493489145511000000
2017,Russian Federation,Nation State,1000.73219320545206000000
2018,Russian Federation,Nation State,1058.01441037044908000000
2019,Russian Federation,Nation State,1069.13510715124958000000
2020,Russian Federation,Nation State,980.31203856137874000000
2021,Russian Federation,Nation State,1065.77378218323852000000
2022,Russian Federation,Nation State,1072.11134010908545000000
1965,RWE,Investor-owned Company,106.73504631672805000000
1966,RWE,Investor-owned Company,112.35972880769741000000
1967,RWE,Investor-owned Company,111.15443970248967000000
1968,RWE,Investor-owned Company,120.52891052077194000000
1969,RWE,Investor-owned Company,124.41261985977460000000
1970,RWE,Investor-owned Company,125.88575098836180000000
1971,RWE,Investor-owned Company,121.86812063766940000000
1972,RWE,Investor-owned Company,125.88575098836180000000
1973,RWE,Investor-owned Company,139.27785215733647000000
1974,RWE,Investor-owned Company,147.31311285872127000000
1975,RWE,Investor-owned Company,144.63469262492634000000
1976,RWE,Investor-owned Company,147.31311285872127000000
1977,RWE,Investor-owned Company,147.31311285872127000000
1978,RWE,Investor-owned Company,144.63469262492634000000
1979,RWE,Investor-owned Company,156.68758367700352000000
1980,RWE,Investor-owned Company,156.68758367700352000000
1981,RWE,Investor-owned Company,159.36600391079844000000
1982,RWE,Investor-owned Company,155.34837356010604000000
1983,RWE,Investor-owned Company,155.34837356010604000000
1984,RWE,Investor-owned Company,160.70521402769594000000
1985,RWE,Investor-owned Company,154.00916344320860000000
1986,RWE,Investor-owned Company,149.99153309251620000000
1987,RWE,Investor-owned Company,141.95627239113140000000
1988,RWE,Investor-owned Company,137.93864204043900000000
1989,RWE,Investor-owned Company,139.27785215733647000000
1990,RWE,Investor-owned Company,137.93864204043900000000
1991,RWE,Investor-owned Company,141.95627239113140000000
1992,RWE,Investor-owned Company,145.97390274182380000000
1993,RWE,Investor-owned Company,135.26022180664407000000
1994,RWE,Investor-owned Company,133.92101168974660000000
1995,RWE,Investor-owned Company,133.92101168974660000000
1996,RWE,Investor-owned Company,136.59943192354154000000
1997,RWE,Investor-owned Company,131.24259145595167000000
1998,RWE,Investor-owned Company,125.88575098836180000000
1999,RWE,Investor-owned Company,124.54654087146434000000
2000,RWE,Investor-owned Company,125.88575098836180000000
2001,RWE,Investor-owned Company,128.56417122215674000000
2002,RWE,Investor-owned Company,131.24259145595167000000
2003,RWE,Investor-owned Company,131.24259145595167000000
2004,RWE,Investor-owned Company,133.92101168974660000000
2005,RWE,Investor-owned Company,132.58180157284912000000
2006,RWE,Investor-owned Company,131.24259145595167000000
2007,RWE,Investor-owned Company,134.05493270143634000000
2008,RWE,Investor-owned Company,127.76064515201826000000
2009,RWE,Investor-owned Company,123.60909378963610000000
2010,RWE,Investor-owned Company,121.19851557922067000000
2011,RWE,Investor-owned Company,127.22496110525927000000
2012,RWE,Investor-owned Company,134.99237978326457000000
2013,RWE,Investor-owned Company,128.56417122215674000000
2014,RWE,Investor-owned Company,125.35006694160280000000
2015,RWE,Investor-owned Company,127.49280312863877000000
2016,RWE,Investor-owned Company,121.19851557922067000000
2017,RWE,Investor-owned Company,122.26988367273864000000
2018,RWE,Investor-owned Company,115.57383308825130000000
2019,RWE,Investor-owned Company,86.78081557495578000000
2020,RWE,Investor-owned Company,68.83540000852975000000
2021,RWE,Investor-owned Company,83.83455331778137000000
2022,RWE,Investor-owned Company,87.45042063340453000000
1991,Santos,Investor-owned Company,4.14839450027983030000
1992,Santos,Investor-owned Company,3.81008996013178340000
1993,Santos,Investor-owned Company,16.20382338429566800000
1994,Santos,Investor-owned Company,28.59755680845955300000
1995,Santos,Investor-owned Company,28.77978278436416200000
1996,Santos,Investor-owned Company,15.78021437355023600000
1997,Santos,Investor-owned Company,16.53377456816795021300
1998,Santos,Investor-owned Company,20.79110550563067110000
1999,Santos,Investor-owned Company,23.25239635390015113000
2000,Santos,Investor-owned Company,24.07648998397017030000
2001,Santos,Investor-owned Company,22.91727905788290470000
2002,Santos,Investor-owned Company,22.82718689873822420000
2003,Santos,Investor-owned Company,23.52863304437652190000
2004,Santos,Investor-owned Company,23.61140041644096276000
2005,Santos,Investor-owned Company,26.74391565831126333000
2006,Santos,Investor-owned Company,28.71122638582102113000
2007,Santos,Investor-owned Company,27.68229099852573316000
2008,Santos,Investor-owned Company,25.74151027252109256100
2009,Santos,Investor-owned Company,24.39989659534701971000
2010,Santos,Investor-owned Company,22.44916100888358078000
2011,Santos,Investor-owned Company,21.32238235919737997000
2012,Santos,Investor-owned Company,23.13058605389916186000
2013,Santos,Investor-owned Company,22.84174447515670310000
2014,Santos,Investor-owned Company,28.72264032984636990000
2015,Santos,Investor-owned Company,33.87641937209450760000
2016,Santos,Investor-owned Company,35.77386204259894630000
2017,Santos,Investor-owned Company,34.94539803982224170000
2018,Santos,Investor-owned Company,32.74201339532138080000
2019,Santos,Investor-owned Company,40.30568394329640300000
2020,Santos,Investor-owned Company,45.94511320463988850000
2021,Santos,Investor-owned Company,45.59995702094908710000
2022,Santos,Investor-owned Company,40.71185580100499040000
1953,Sasol,Investor-owned Company,0.07483966950973014000
1954,Sasol,Investor-owned Company,0.71285775868762540000
1955,Sasol,Investor-owned Company,3.02783921490044100000
1956,Sasol,Investor-owned Company,3.76992010848366550000
1957,Sasol,Investor-owned Company,4.80583912132642500000
1958,Sasol,Investor-owned Company,5.18214092662041700000
1959,Sasol,Investor-owned Company,5.45473005144346500000
1960,Sasol,Investor-owned Company,5.64649754434293500000
1961,Sasol,Investor-owned Company,6.26404016870682500000
1962,Sasol,Investor-owned Company,6.49822694044750700000
1963,Sasol,Investor-owned Company,6.23174462843351400000
1964,Sasol,Investor-owned Company,6.32457903968726050000
1965,Sasol,Investor-owned Company,7.78963328810893250000
1966,Sasol,Investor-owned Company,9.12639289889894400000
1967,Sasol,Investor-owned Company,9.74510531718314600000
1968,Sasol,Investor-owned Company,10.58492235710151900000
1969,Sasol,Investor-owned Company,10.51326637266957700000
1970,Sasol,Investor-owned Company,11.10796680298857300000
1971,Sasol,Investor-owned Company,11.36148095873515700000
1972,Sasol,Investor-owned Company,12.26725157699133000000
1973,Sasol,Investor-owned Company,12.31413832866974200000
1974,Sasol,Investor-owned Company,12.61770392219934700000
1975,Sasol,Investor-owned Company,12.53479783150361000000
1976,Sasol,Investor-owned Company,12.95842065072021600000
1977,Sasol,Investor-owned Company,15.88905026225660000000
1978,Sasol,Investor-owned Company,19.01508702712665400000
1979,Sasol,Investor-owned Company,22.37431990299280600000
1980,Sasol,Investor-owned Company,35.74958345364206000000
1981,Sasol,Investor-owned Company,45.80201616104519000000
1982,Sasol,Investor-owned Company,75.55005740190389000000
1983,Sasol,Investor-owned Company,89.76471187264440000000
1984,Sasol,Investor-owned Company,94.84027670212119000000
1985,Sasol,Investor-owned Company,96.02475954284361000000
1986,Sasol,Investor-owned Company,95.90146434929831000000
1987,Sasol,Investor-owned Company,93.90801337282981000000
1988,Sasol,Investor-owned Company,95.30219873713716000000
1989,Sasol,Investor-owned Company,99.41007529475199000000
1990,Sasol,Investor-owned Company,99.87699677385433000000
1991,Sasol,Investor-owned Company,101.10708529263479000000
1992,Sasol,Investor-owned Company,106.18597765655774000000
1993,Sasol,Investor-owned Company,109.52726193104331000000
1994,Sasol,Investor-owned Company,110.49321858220652000000
1995,Sasol,Investor-owned Company,117.50733278392886000000
1996,Sasol,Investor-owned Company,120.38342991414990000000
1997,Sasol,Investor-owned Company,130.85420644036355000000
1998,Sasol,Investor-owned Company,131.69985616504937000000
1999,Sasol,Investor-owned Company,138.11918851228194000000
2000,Sasol,Investor-owned Company,139.27778932325006000000
2001,Sasol,Investor-owned Company,139.82888711011240000000
2002,Sasol,Investor-owned Company,138.74725113951155000000
2003,Sasol,Investor-owned Company,140.80938068990020000000
2004,Sasol,Investor-owned Company,128.94825387782325000000
2005,Sasol,Investor-owned Company,125.39322301260366000000
2006,Sasol,Investor-owned Company,122.40312111737912700000
2007,Sasol,Investor-owned Company,121.37852548490253400000
2008,Sasol,Investor-owned Company,111.77027421010927300000
2009,Sasol,Investor-owned Company,111.76565651786919100000
2010,Sasol,Investor-owned Company,121.33440850135229400000
2011,Sasol,Investor-owned Company,111.74310022103094300000
2012,Sasol,Investor-owned Company,115.61677794236468500000
2013,Sasol,Investor-owned Company,116.28993111579757900000
2014,Sasol,Investor-owned Company,116.96466468373630100000
2015,Sasol,Investor-owned Company,121.37116901877103200000
2016,Sasol,Investor-owned Company,124.65557254812609100000
2017,Sasol,Investor-owned Company,112.13236837392387400000
2018,Sasol,Investor-owned Company,113.75659046131476100000
2019,Sasol,Investor-owned Company,110.08242894647021300000
2020,Sasol,Investor-owned Company,108.07319604255464800000
2021,Sasol,Investor-owned Company,107.91840676450892700000
2022,Sasol,Investor-owned Company,99.28590461205821600000
1938,Saudi Aramco,State-owned Entity,0.01973950589531510400
1939,Saudi Aramco,State-owned Entity,0.15687922463064571000
1940,Saudi Aramco,State-owned Entity,0.20237978266408924000
1941,Saudi Aramco,State-owned Entity,0.17187327355314763000
1942,Saudi Aramco,State-owned Entity,0.18066592740134574000
1943,Saudi Aramco,State-owned Entity,0.19413225820091934000
1944,Saudi Aramco,State-owned Entity,0.31082344394029104000
1945,Saudi Aramco,State-owned Entity,0.84983541651926590000
1946,Saudi Aramco,State-owned Entity,2.39042489362502800000
1947,Saudi Aramco,State-owned Entity,3.58308504226417360000
1948,Saudi Aramco,State-owned Entity,5.69666149145129300000
1949,Saudi Aramco,State-owned Entity,6.94216489553904200000
1950,Saudi Aramco,State-owned Entity,7.95747886301274700000
1951,Saudi Aramco,State-owned Entity,11.08453410379215100000
1952,Saudi Aramco,State-owned Entity,12.03754488691421000000
1953,Saudi Aramco,State-owned Entity,12.29409326336717000000
1954,Saudi Aramco,State-owned Entity,13.87128377218181500000
1955,Saudi Aramco,State-owned Entity,14.04686973035386306850
1956,Saudi Aramco,State-owned Entity,14.39317375649897733866
1957,Saudi Aramco,State-owned Entity,14.44098096226681356975
1958,Saudi Aramco,State-owned Entity,14.77455791207757783973
1959,Saudi Aramco,State-owned Entity,15.94439444319755510993
1960,Saudi Aramco,State-owned Entity,18.20280586481929134097
1961,Saudi Aramco,State-owned Entity,20.55386894423037118110
1962,Saudi Aramco,State-owned Entity,23.06279637739195701700
1963,Saudi Aramco,State-owned Entity,25.94121088954163818000
1964,Saudi Aramco,State-owned Entity,27.99290527168271775000
1965,Saudi Aramco,State-owned Entity,32.55902397501534144000
1966,Saudi Aramco,State-owned Entity,39.02239355959612640000
1967,Saudi Aramco,State-owned Entity,42.46906071687022983000
1968,Saudi Aramco,State-owned Entity,46.80252890686473610000
1969,Saudi Aramco,State-owned Entity,49.60804316965209860000
1970,Saudi Aramco,State-owned Entity,57.99008436151393460000
1971,Saudi Aramco,State-owned Entity,72.12999814950948410000
1972,Saudi Aramco,State-owned Entity,91.16773091501632050000
1973,Saudi Aramco,State-owned Entity,287.68449362517123600000
1974,Saudi Aramco,State-owned Entity,738.57048809013735500000
1975,Saudi Aramco,State-owned Entity,617.31053130420829500000
1976,Saudi Aramco,State-owned Entity,1254.80007921135558500000
1977,Saudi Aramco,State-owned Entity,1355.97798999274235900000
1978,Saudi Aramco,State-owned Entity,1235.30692108627503400000
1979,Saudi Aramco,State-owned Entity,1420.70120274509351300000
1980,Saudi Aramco,State-owned Entity,1492.26784788929052000000
1981,Saudi Aramco,State-owned Entity,1507.12899967456022000000
1982,Saudi Aramco,State-owned Entity,1014.81048990887269400000
1983,Saudi Aramco,State-owned Entity,715.21239367064941600000
1984,Saudi Aramco,State-owned Entity,669.31179112245917600000
1985,Saudi Aramco,State-owned Entity,540.87432975756325000000
1986,Saudi Aramco,State-owned Entity,791.76558343834355000000
1987,Saudi Aramco,State-owned Entity,685.11484216876683000000
1988,Saudi Aramco,State-owned Entity,845.40131831542712600000
1989,Saudi Aramco,State-owned Entity,847.88369178856503500000
1990,Saudi Aramco,State-owned Entity,1071.16666815411819000000
1991,Saudi Aramco,State-owned Entity,1342.17934352217462000000
1992,Saudi Aramco,State-owned Entity,1374.85811676800438000000
1993,Saudi Aramco,State-owned Entity,1334.59891819158467000000
1994,Saudi Aramco,State-owned Entity,1349.04316496420402000000
1995,Saudi Aramco,State-owned Entity,1350.96117439529900000000
1996,Saudi Aramco,State-owned Entity,1368.13406286940111000000
1997,Saudi Aramco,State-owned Entity,1353.89867673815156000000
1998,Saudi Aramco,State-owned Entity,1393.99192180772802000000
1999,Saudi Aramco,State-owned Entity,1283.95210268444029000000
2000,Saudi Aramco,State-owned Entity,1376.69001500847777000000
2001,Saudi Aramco,State-owned Entity,1360.07112030715964000000
2002,Saudi Aramco,State-owned Entity,1279.49240809662216000000
2003,Saudi Aramco,State-owned Entity,1507.41649381985415000000
2004,Saudi Aramco,State-owned Entity,1552.36886386990944000000
2005,Saudi Aramco,State-owned Entity,1689.01044391862774000000
2006,Saudi Aramco,State-owned Entity,1673.83358389970671000000
2007,Saudi Aramco,State-owned Entity,1599.01398691476552000000
2008,Saudi Aramco,State-owned Entity,1675.01519062767927000000
2009,Saudi Aramco,State-owned Entity,1542.80181957053989000000
2010,Saudi Aramco,State-owned Entity,1578.49562180937614000000
2011,Saudi Aramco,State-owned Entity,1726.16915998108800000000
2012,Saudi Aramco,State-owned Entity,1819.92205410137186000000
2013,Saudi Aramco,State-owned Entity,1685.53814981657020000000
2014,Saudi Aramco,State-owned Entity,1713.47145881372321000000
2015,Saudi Aramco,State-owned Entity,1854.59613712095943000000
2016,Saudi Aramco,State-owned Entity,2009.79644401376298000000
2017,Saudi Aramco,State-owned Entity,1893.67139713295717000000
2018,Saudi Aramco,State-owned Entity,1930.59554395671970000000
2019,Saudi Aramco,State-owned Entity,1897.66109029160336000000
2020,Saudi Aramco,State-owned Entity,1784.33397517893535000000
2021,Saudi Aramco,State-owned Entity,1777.46138910925636600000
2022,Saudi Aramco,State-owned Entity,1962.15758460957770000000
2018,Seriti Resources,Investor-owned Company,40.87263648924863400000
2019,Seriti Resources,Investor-owned Company,54.49684865233151000000
2020,Seriti Resources,Investor-owned Company,54.49684865233151000000
2021,Seriti Resources,Investor-owned Company,88.67585047015245000000
2022,Seriti Resources,Investor-owned Company,122.85485228797343000000
1892,Shell,Investor-owned Company,0.03762367768652417000
1893,Shell,Investor-owned Company,0.09803466375679356000
1894,Shell,Investor-owned Company,0.28177586714670338000
1895,Shell,Investor-owned Company,0.37757892079474400000
1896,Shell,Investor-owned Company,0.51677351314918874000
1897,Shell,Investor-owned Company,1.33640185935906774000
1898,Shell,Investor-owned Company,1.07854542701369320000
1899,Shell,Investor-owned Company,0.33861309917871760000
1900,Shell,Investor-owned Company,0.27274733279086721700
1901,Shell,Investor-owned Company,0.52875312406177832000
1902,Shell,Investor-owned Company,0.55024167778834538000
1903,Shell,Investor-owned Company,0.62517458083859197500
1904,Shell,Investor-owned Company,0.62515511648944527000
1905,Shell,Investor-owned Company,0.55245493499379160000
1906,Shell,Investor-owned Company,1.95551508735897660000
1907,Shell,Investor-owned Company,2.68042949941432230000
1908,Shell,Investor-owned Company,2.07535980870683630000
1909,Shell,Investor-owned Company,2.45535526663907400000
1910,Shell,Investor-owned Company,3.12765492298072530000
1911,Shell,Investor-owned Company,3.09842450313978370000
1912,Shell,Investor-owned Company,6.83052650888538200000
1913,Shell,Investor-owned Company,11.04922439068114700000
1914,Shell,Investor-owned Company,3.68303289995861060000
1915,Shell,Investor-owned Company,2.26602691428731260000
1916,Shell,Investor-owned Company,13.83826536109845400000
1917,Shell,Investor-owned Company,14.09403153470669000000
1918,Shell,Investor-owned Company,6.74869414606457400000
1919,Shell,Investor-owned Company,11.98221098435509500000
1920,Shell,Investor-owned Company,17.50250906681668000000
1921,Shell,Investor-owned Company,21.71253408365669600000
1922,Shell,Investor-owned Company,26.19780106817704600000
1923,Shell,Investor-owned Company,42.75219125603933000000
1924,Shell,Investor-owned Company,39.13112090435285000000
1925,Shell,Investor-owned Company,37.52418511355461000000
1926,Shell,Investor-owned Company,41.35878970372539000000
1927,Shell,Investor-owned Company,49.48411884923425000000
1928,Shell,Investor-owned Company,64.22832464623026000000
1929,Shell,Investor-owned Company,70.73921112666558000000
1930,Shell,Investor-owned Company,71.62903496894070800000
1931,Shell,Investor-owned Company,63.78925620325392500000
1932,Shell,Investor-owned Company,65.41816853578857100000
1933,Shell,Investor-owned Company,68.56878956248630800000
1934,Shell,Investor-owned Company,75.11333783644433300000
1935,Shell,Investor-owned Company,82.90106415329941900000
1936,Shell,Investor-owned Company,87.83851938811332000000
1937,Shell,Investor-owned Company,99.39251572595487100000
1938,Shell,Investor-owned Company,93.87285823299219200000
1939,Shell,Investor-owned Company,71.73111967307406900000
1940,Shell,Investor-owned Company,75.51604291273190900000
1941,Shell,Investor-owned Company,79.50553379224274300000
1942,Shell,Investor-owned Company,83.71100411115834000000
1943,Shell,Investor-owned Company,88.14452761134479200000
1944,Shell,Investor-owned Company,92.81888023556869600000
1945,Shell,Investor-owned Company,97.50777574737803000000
1946,Shell,Investor-owned Company,107.45771138234915300000
1947,Shell,Investor-owned Company,129.91166829300002500000
1948,Shell,Investor-owned Company,154.04567785056736000000
1949,Shell,Investor-owned Company,144.36992916356156600000
1950,Shell,Investor-owned Company,162.70108152372223300000
1951,Shell,Investor-owned Company,188.89982966131829000000
1952,Shell,Investor-owned Company,204.78896310715463000000
1953,Shell,Investor-owned Company,212.33010058657214600000
1954,Shell,Investor-owned Company,203.59176878016752000000
1955,Shell,Investor-owned Company,221.05937490511628000000
1956,Shell,Investor-owned Company,243.98650115954592000000
1957,Shell,Investor-owned Company,265.74806171327900400000
1958,Shell,Investor-owned Company,251.92066498750081000000
1959,Shell,Investor-owned Company,283.00039939260664300000
1960,Shell,Investor-owned Company,289.12160424445139000000
1961,Shell,Investor-owned Company,295.31184306446518000000
1962,Shell,Investor-owned Company,325.52415193288619000000
1963,Shell,Investor-owned Company,341.53356966084740570000
1964,Shell,Investor-owned Company,379.18869217630959340000
1965,Shell,Investor-owned Company,409.41557871194492000000
1966,Shell,Investor-owned Company,454.85120360636759340000
1967,Shell,Investor-owned Company,477.77027284892495500000
1968,Shell,Investor-owned Company,520.54847849444448300000
1969,Shell,Investor-owned Company,597.58220905055988500000
1970,Shell,Investor-owned Company,671.88382596246070400000
1971,Shell,Investor-owned Company,936.93496884771772400000
1972,Shell,Investor-owned Company,983.07668834366145800000
1973,Shell,Investor-owned Company,1037.80527608186512500000
1974,Shell,Investor-owned Company,949.76158920624571500000
1975,Shell,Investor-owned Company,698.98303903133871500000
1976,Shell,Investor-owned Company,679.37718627099167400000
1977,Shell,Investor-owned Company,664.79766355506292600000
1978,Shell,Investor-owned Company,625.72150916305808000000
1979,Shell,Investor-owned Company,626.32375452314635000000
1980,Shell,Investor-owned Company,410.11148010345579600000
1981,Shell,Investor-owned Company,398.28380908740349800000
1982,Shell,Investor-owned Company,408.80176698383708000000
1983,Shell,Investor-owned Company,437.28815613036520200000
1984,Shell,Investor-owned Company,467.28586709534981500000
1985,Shell,Investor-owned Company,483.84250484454073300000
1986,Shell,Investor-owned Company,520.89851779161307500000
1987,Shell,Investor-owned Company,519.83974342192523300000
1988,Shell,Investor-owned Company,513.18560070486408010000
1989,Shell,Investor-owned Company,533.32092579975985900000
1990,Shell,Investor-owned Company,565.65995325550218100000
1991,Shell,Investor-owned Company,604.82318090292840400000
1992,Shell,Investor-owned Company,585.54923824747062700000
1993,Shell,Investor-owned Company,592.78141744935258100000
1994,Shell,Investor-owned Company,607.04009020519417000000
1995,Shell,Investor-owned Company,609.01132045926124650000
1996,Shell,Investor-owned Company,670.72293767212418200000
1997,Shell,Investor-owned Company,667.67441335067099200000
1998,Shell,Investor-owned Company,650.15122183859713200000
1999,Shell,Investor-owned Company,650.60624901957220100000
2000,Shell,Investor-owned Company,626.92782665399463200000
2001,Shell,Investor-owned Company,638.06922163012551800000
2002,Shell,Investor-owned Company,646.10036280770052000000
2003,Shell,Investor-owned Company,645.46020325822517700000
2004,Shell,Investor-owned Company,633.42053521110698200000
2005,Shell,Investor-owned Company,602.69831449574274500000
2006,Shell,Investor-owned Company,607.80729791996461000000
2007,Shell,Investor-owned Company,584.92945624064675800000
2008,Shell,Investor-owned Company,582.35101777350700800000
2009,Shell,Investor-owned Company,582.02757844388660000000
2010,Shell,Investor-owned Company,607.43696139146263500000
2011,Shell,Investor-owned Company,581.51892127292728770000
2012,Shell,Investor-owned Company,591.76532787592187800000
2013,Shell,Investor-owned Company,578.41802603398731000000
2014,Shell,Investor-owned Company,555.90200848818165620000
2015,Shell,Investor-owned Company,550.77678201188838040000
2016,Shell,Investor-owned Company,551.39838390966003420000
2017,Shell,Investor-owned Company,549.54662142820404340000
2018,Shell,Investor-owned Company,549.88964136612355500000
2019,Shell,Investor-owned Company,549.08621104580023400000
2020,Shell,Investor-owned Company,508.16632348350499600000
2021,Shell,Investor-owned Company,484.25919737694375200000
2022,Shell,Investor-owned Company,428.70623676647727800000
1947,Singareni Collieries,State-owned Entity,4.81068702388506601000
1948,Singareni Collieries,State-owned Entity,4.77069128860603534000
1949,Singareni Collieries,State-owned Entity,5.03146348173527192000
1950,Singareni Collieries,State-owned Entity,5.16904881120598807000
1951,Singareni Collieries,State-owned Entity,5.50821264468461224000
1952,Singareni Collieries,State-owned Entity,5.79458210810221692000
1953,Singareni Collieries,State-owned Entity,5.73538842023027861000
1954,Singareni Collieries,State-owned Entity,5.88257272511815152000
1955,Singareni Collieries,State-owned Entity,6.14334491865945026000
1956,Singareni Collieries,State-owned Entity,6.54970158771727464000
1957,Singareni Collieries,State-owned Entity,7.16883556857949589000
1958,Singareni Collieries,State-owned Entity,7.46800366656389963000
1959,Singareni Collieries,State-owned Entity,7.77357108382380198000
1960,Singareni Collieries,State-owned Entity,8.42163667880315897000
1961,Singareni Collieries,State-owned Entity,8.97982808695729072000
1962,Singareni Collieries,State-owned Entity,9.85209287295872148000
1963,Singareni Collieries,State-owned Entity,10.71173086323140342000
1964,Singareni Collieries,State-owned Entity,10.24033052658763516000
1965,Singareni Collieries,State-owned Entity,11.11274044701232310000
1966,Singareni Collieries,State-owned Entity,11.28559691313443923000
1967,Singareni Collieries,State-owned Entity,11.38066071355154457000
1968,Singareni Collieries,State-owned Entity,11.74378991260831466000
1969,Singareni Collieries,State-owned Entity,12.73448532549073588000
1970,Singareni Collieries,State-owned Entity,12.35698770386467555000
1971,Singareni Collieries,State-owned Entity,11.64654908075273107000
1972,Singareni Collieries,State-owned Entity,12.41646103544379293000
1973,Singareni Collieries,State-owned Entity,13.18637299011654312000
1974,Singareni Collieries,State-owned Entity,13.95628494595985240000
1975,Singareni Collieries,State-owned Entity,14.72619690084779083000
1976,Singareni Collieries,State-owned Entity,15.49610885532366094000
1977,Singareni Collieries,State-owned Entity,16.26602081136384843000
1978,Singareni Collieries,State-owned Entity,17.03593276310743460000
1979,Singareni Collieries,State-owned Entity,17.80584472512139280000
1980,Singareni Collieries,State-owned Entity,18.57575667237410550000
1981,Singareni Collieries,State-owned Entity,20.26629581606175197000
1982,Singareni Collieries,State-owned Entity,21.51228470356067415000
1983,Singareni Collieries,State-owned Entity,22.67032142678999020000
1984,Singareni Collieries,State-owned Entity,24.36216677762829330000
1985,Singareni Collieries,State-owned Entity,25.35895789336762510000
1986,Singareni Collieries,State-owned Entity,27.66472671932958070000
1987,Singareni Collieries,State-owned Entity,29.98747639985512540000
1988,Singareni Collieries,State-owned Entity,32.68656262635277630000
1989,Singareni Collieries,State-owned Entity,33.55069981650070010000
1990,Singareni Collieries,State-owned Entity,34.69248136643781330000
1991,Singareni Collieries,State-owned Entity,38.73537784637128310000
1992,Singareni Collieries,State-owned Entity,40.01053897226259490000
1993,Singareni Collieries,State-owned Entity,42.10774798407133890000
1994,Singareni Collieries,State-owned Entity,43.81323609528142470000
1995,Singareni Collieries,State-owned Entity,46.02466678809751200000
1996,Singareni Collieries,State-owned Entity,49.24362863344552640000
1997,Singareni Collieries,State-owned Entity,51.08075469806621480000
1998,Singareni Collieries,State-owned Entity,51.38162074264646660000
1999,Singareni Collieries,State-owned Entity,52.24445170972991760000
2000,Singareni Collieries,State-owned Entity,60.57404074272691730000
2001,Singareni Collieries,State-owned Entity,61.64790239099902140000
2002,Singareni Collieries,State-owned Entity,66.50058855144790340000
